Created on 04-26-2020,https://www.CryptoDataDownload.com,,,,,,
Date,Symbol,Open,High,Low,Close,Volume XRP,Volume USD
3/26/2020,XRPUSD,0.1619,0.178,0.1603,0.1768,21645165.89,3617506.73
3/25/2020,XRPUSD,0.163,0.1658,0.1574,0.1619,26885409.83,4324488.9
3/24/2020,XRPUSD,0.159,0.1646,0.1576,0.163,26792041.41,4320362.67
3/23/2020,XRPUSD,0.1477,0.1626,0.1445,0.159,16797418.51,2598259.92
3/22/2020,XRPUSD,0.1581,0.1617,0.1461,0.1477,20339860.04,3117652.79
3/21/2020,XRPUSD,0.1569,0.1623,0.1515,0.1581,13540169.48,2123400.89
3/20/2020,XRPUSD,0.1656,0.1758,0.1451,0.1569,37649979.15,6158253.62
3/19/2020,XRPUSD,0.148,0.1732,0.1447,0.1656,29176356.44,4601331.53
3/18/2020,XRPUSD,0.1481,0.1498,0.1406,0.148,21334472.82,3099352.85
3/17/2020,XRPUSD,0.141,0.1547,0.1404,0.1481,28475163.27,4209427.99
3/16/2020,XRPUSD,0.1526,0.1526,0.128,0.141,42494084.36,5939770.02
3/15/2020,XRPUSD,0.1458,0.1643,0.1445,0.1526,24776506.37,3774085.52
3/14/2020,XRPUSD,0.1603,0.1606,0.1434,0.1458,18562106.38,2840662.94
3/13/2020,XRPUSD,0.1366,0.17,0.1165,0.1603,122816395.5,17581182.81
3/12/2020,XRPUSD,0.2074,0.21,0.12,0.1366,157737385.4,24869879.44
3/11/2020,XRPUSD,0.2116,0.2135,0.1989,0.2074,20348708.73,4165197.22
3/10/2020,XRPUSD,0.2098,0.2157,0.2055,0.2116,14067969.38,2962482.03
3/9/2020,XRPUSD,0.2039,0.2115,0.1982,0.2098,24777750.76,5095327.64
3/8/2020,XRPUSD,0.2367,0.2367,0.2001,0.2039,26638117.94,5728324.56
3/7/2020,XRPUSD,0.2453,0.2457,0.2356,0.2367,8201281.1,1972749.16
3/6/2020,XRPUSD,0.2393,0.2465,0.2383,0.2453,7111026.93,1724144
3/5/2020,XRPUSD,0.2348,0.2435,0.2348,0.2393,8381240.95,2004751.93
3/4/2020,XRPUSD,0.2339,0.2382,0.2302,0.2348,6842149.78,1602313.87
3/3/2020,XRPUSD,0.2392,0.2396,0.2297,0.2339,9760607.87,2288489.41
3/2/2020,XRPUSD,0.227,0.2416,0.2255,0.2392,9407127.41,2217254.76
3/1/2020,XRPUSD,0.2288,0.236,0.224,0.227,9886576.7,2271033.24
2/29/2020,XRPUSD,0.2369,0.2427,0.2288,0.2288,8572518.78,2018269.74
2/28/2020,XRPUSD,0.2382,0.244,0.2281,0.2369,18133034.45,4263311.7
2/27/2020,XRPUSD,0.2289,0.2477,0.2236,0.2382,18986763.78,4505288.33
2/26/2020,XRPUSD,0.2521,0.2549,0.2233,0.2289,34623130.1,8196136.52
2/25/2020,XRPUSD,0.2708,0.2708,0.2511,0.2521,13025378.6,3372582.16
2/24/2020,XRPUSD,0.2842,0.2853,0.264,0.2708,15656616.87,4269444.6
2/23/2020,XRPUSD,0.2756,0.2861,0.2751,0.2842,11204763.45,3161685.98
2/22/2020,XRPUSD,0.2747,0.2781,0.2709,0.2756,4737360.33,1298706.2
2/21/2020,XRPUSD,0.2713,0.2791,0.2685,0.2747,10985397.3,3013776.93
2/20/2020,XRPUSD,0.2752,0.2816,0.261,0.2713,24162744.04,6564282.42
2/19/2020,XRPUSD,0.2987,0.309,0.271,0.2752,20851909.92,6053174.82
2/18/2020,XRPUSD,0.2874,0.3033,0.2761,0.2987,22509854.16,6584091.15
2/17/2020,XRPUSD,0.2926,0.2951,0.269,0.2874,25546076.59,7181062.87
2/16/2020,XRPUSD,0.3074,0.3191,0.268,0.2926,36590886.11,10753118.27
2/15/2020,XRPUSD,0.3368,0.347,0.295,0.3074,33026020.75,10595944.56
2/14/2020,XRPUSD,0.3274,0.3397,0.3105,0.3368,30762858.21,10105298.16
2/13/2020,XRPUSD,0.3056,0.34,0.2655,0.3274,75238677.41,24265722.46
2/12/2020,XRPUSD,0.2826,0.3097,0.2822,0.3056,36193944.76,10727063.36
2/11/2020,XRPUSD,0.2732,0.2845,0.2671,0.2826,23600926.49,6510274.32
2/10/2020,XRPUSD,0.2823,0.2833,0.2675,0.2732,14439856.77,3953418.66
2/9/2020,XRPUSD,0.2776,0.2893,0.277,0.2823,12192172.42,3438079.25
2/8/2020,XRPUSD,0.279,0.282,0.2635,0.2776,12070730.37,3318108.75
2/7/2020,XRPUSD,0.2832,0.288,0.2771,0.279,11077867.98,3116245.74
2/6/2020,XRPUSD,0.2781,0.288,0.2644,0.2832,26427907.5,7388027.24
2/5/2020,XRPUSD,0.2667,0.2815,0.2663,0.2781,36522696.26,10036722.81
2/4/2020,XRPUSD,0.2544,0.27,0.2473,0.2667,27806602.51,7257248.52
2/3/2020,XRPUSD,0.2504,0.2596,0.2466,0.2544,14829314.5,3723305.47
2/2/2020,XRPUSD,0.2412,0.2615,0.2341,0.2504,21052982.55,5278640.52
2/1/2020,XRPUSD,0.2389,0.2428,0.2366,0.2412,9025453.29,2163739.21
1/31/2020,XRPUSD,0.2432,0.2445,0.2337,0.2389,11792358.54,2812542.37
1/30/2020,XRPUSD,0.235,0.2465,0.2293,0.2432,14004585.21,3334009.22
1/29/2020,XRPUSD,0.2396,0.2417,0.2338,0.235,8634546.44,2055398.92
1/28/2020,XRPUSD,0.2304,0.241,0.2304,0.2396,11119537.77,2614471.94
1/27/2020,XRPUSD,0.2306,0.2333,0.2258,0.2304,9550453.53,2202013.79
1/26/2020,XRPUSD,0.2204,0.2317,0.2175,0.2306,9155330.93,2057085.02
1/25/2020,XRPUSD,0.2216,0.222,0.2165,0.2204,3998397.89,875645.48
1/24/2020,XRPUSD,0.2253,0.2259,0.2135,0.2216,13061836.51,2884406.64
1/23/2020,XRPUSD,0.2366,0.2366,0.2208,0.2253,14682654.36,3335822.58
1/22/2020,XRPUSD,0.237,0.2395,0.2303,0.2366,11366621.67,2673265.39
1/21/2020,XRPUSD,0.2326,0.2415,0.2291,0.237,16680873.14,3937392.38
1/20/2020,XRPUSD,0.2356,0.2365,0.2236,0.2326,13416361.9,3099369.65
1/19/2020,XRPUSD,0.2431,0.2515,0.2268,0.2356,19785359.27,4720995.55
1/18/2020,XRPUSD,0.2388,0.2541,0.2318,0.2431,21689112.91,5270836.74
1/17/2020,XRPUSD,0.2292,0.2443,0.2264,0.2388,18673045.81,4406596.64
1/16/2020,XRPUSD,0.2337,0.2348,0.2221,0.2292,13596270.47,3088253.84
1/15/2020,XRPUSD,0.2352,0.2432,0.2262,0.2337,25215304.6,5930054.73
1/14/2020,XRPUSD,0.2114,0.2451,0.2114,0.2352,40923663.05,9465262.84
1/13/2020,XRPUSD,0.2151,0.2155,0.2098,0.2114,3890152.61,823457.24
1/12/2020,XRPUSD,0.2115,0.2168,0.2096,0.2151,7022365.25,1498883.53
1/11/2020,XRPUSD,0.2127,0.2198,0.2086,0.2115,15383449.3,3289758.4
1/10/2020,XRPUSD,0.2038,0.213,0.2002,0.2127,12201619.28,2529189.9
1/9/2020,XRPUSD,0.2074,0.2087,0.2014,0.2038,7754164.26,1581298.01
1/8/2020,XRPUSD,0.214,0.2188,0.2031,0.2074,17160595.33,3608079.17
1/7/2020,XRPUSD,0.2233,0.2254,0.2074,0.214,20843885.36,4475142.1
1/6/2020,XRPUSD,0.1944,0.2236,0.1941,0.2233,29594423.65,6307846.63
1/5/2020,XRPUSD,0.1927,0.1975,0.1927,0.1944,6377897.32,1245119.45
1/4/2020,XRPUSD,0.1929,0.1933,0.1911,0.1927,2771033.95,532515.36
1/3/2020,XRPUSD,0.1868,0.194,0.1841,0.1929,9088159.84,1733557.19
1/2/2020,XRPUSD,0.1925,0.1928,0.1851,0.1868,13717065.98,2591908.28
1/1/2020,XRPUSD,0.1924,0.1943,0.1917,0.1925,6095751.13,1178384.31
12/31/2019,XRPUSD,0.1927,0.1937,0.1881,0.1926,12653896.83,2415080.38
12/30/2019,XRPUSD,0.1966,0.1975,0.1907,0.1927,11701264.93,2262865.9
12/29/2019,XRPUSD,0.1927,0.1982,0.1908,0.1966,4826239.98,940683.92
12/28/2019,XRPUSD,0.1898,0.1942,0.1896,0.1927,5698173.36,1095904.54
12/27/2019,XRPUSD,0.1891,0.1898,0.1846,0.1898,4587629.83,862068.87
12/26/2019,XRPUSD,0.1883,0.1939,0.1869,0.1891,6425001.08,1217585.43
12/25/2019,XRPUSD,0.1904,0.1909,0.1862,0.1883,6037417.23,1136054.95
12/24/2019,XRPUSD,0.1895,0.1935,0.1874,0.1904,5716463.16,1089944.2
12/23/2019,XRPUSD,0.1969,0.1988,0.1884,0.1895,10000631.24,1942277.74
12/22/2019,XRPUSD,0.1914,0.197,0.1906,0.1969,4770539.16,925326.34
12/21/2019,XRPUSD,0.1951,0.1962,0.1892,0.1914,7280036.05,1397007.52
12/20/2019,XRPUSD,0.1879,0.1978,0.1837,0.1951,14314796.1,2733131.98
12/19/2019,XRPUSD,0.1959,0.1971,0.1829,0.1879,15239246.15,2872570.25
12/18/2019,XRPUSD,0.1827,0.2005,0.174,0.1959,35069566.53,6539898.68
12/17/2019,XRPUSD,0.2052,0.2052,0.1771,0.1827,48981694.14,9269862.2
12/16/2019,XRPUSD,0.217,0.217,0.2017,0.2052,17500445.03,3672005.11
12/15/2019,XRPUSD,0.216,0.2193,0.2144,0.217,2948545.68,640663.09
12/14/2019,XRPUSD,0.22,0.2208,0.2144,0.216,4155312.68,901961.82
12/13/2019,XRPUSD,0.2183,0.2202,0.2147,0.22,1621076.01,352639.02
12/12/2019,XRPUSD,0.2207,0.2218,0.2175,0.2183,2877780.46,631368.06
12/11/2019,XRPUSD,0.2225,0.2235,0.2198,0.2207,5964025.45,1320624.89
12/10/2019,XRPUSD,0.2243,0.2253,0.2187,0.2225,10073397.13,2228434.63
12/9/2019,XRPUSD,0.2298,0.2314,0.2207,0.2243,9671034.67,2188776.75
12/8/2019,XRPUSD,0.228,0.2326,0.224,0.2298,7004382.24,1600456.68
12/7/2019,XRPUSD,0.2261,0.2287,0.2235,0.228,7350004.03,1665508.77
12/6/2019,XRPUSD,0.2213,0.228,0.2193,0.2261,11082952.06,2475060.93
12/5/2019,XRPUSD,0.2141,0.2264,0.2116,0.2213,19369627.96,4232437.71
12/4/2019,XRPUSD,0.2196,0.2278,0.2097,0.2141,15496567.57,3367379.27
12/3/2019,XRPUSD,0.2191,0.2219,0.218,0.2196,5425908.47,1193697.94
12/2/2019,XRPUSD,0.2253,0.2266,0.2173,0.2191,8327266.27,1835312.08
12/1/2019,XRPUSD,0.2259,0.2259,0.2189,0.2253,5470771.35,1212830.86
11/30/2019,XRPUSD,0.2302,0.2319,0.2241,0.2259,2621975.87,596874.39
11/29/2019,XRPUSD,0.2238,0.2326,0.2231,0.2302,4305793.34,984339.43
11/28/2019,XRPUSD,0.2245,0.2298,0.2227,0.2238,6832431.86,1546226.26
11/27/2019,XRPUSD,0.221,0.2299,0.2126,0.2245,14749469.57,3271352.96
11/26/2019,XRPUSD,0.2183,0.2218,0.2137,0.221,13139001.48,2864750.29
11/25/2019,XRPUSD,0.2196,0.2251,0.2002,0.2183,44689979.22,9546389.27
11/24/2019,XRPUSD,0.2345,0.235,0.2187,0.2196,9075259.66,2060664.16
11/23/2019,XRPUSD,0.2307,0.235,0.2264,0.2345,6172242.81,1426354.7
11/22/2019,XRPUSD,0.243,0.2457,0.2218,0.2307,22330580.74,5172650.11
11/21/2019,XRPUSD,0.2497,0.2527,0.2345,0.243,16108107.44,3908562.02
11/20/2019,XRPUSD,0.2535,0.2586,0.2477,0.2497,9969850.44,2507432.65
11/19/2019,XRPUSD,0.2515,0.256,0.243,0.2535,10953136.81,2723930.7
11/18/2019,XRPUSD,0.2629,0.2632,0.24,0.2515,16821575.26,4263873.88
11/17/2019,XRPUSD,0.262,0.266,0.259,0.2629,4623933.64,1216818.02
11/16/2019,XRPUSD,0.2607,0.2642,0.259,0.262,3934529.26,1026833.48
11/15/2019,XRPUSD,0.268,0.269,0.252,0.2607,14086260.34,3676649.56
11/14/2019,XRPUSD,0.2717,0.2722,0.2565,0.268,15005184.57,4007034.41
11/13/2019,XRPUSD,0.2717,0.2765,0.27,0.2717,8987749.74,2450455.96
11/12/2019,XRPUSD,0.2742,0.276,0.2668,0.2717,15044687.54,4090759.38
11/11/2019,XRPUSD,0.2788,0.2808,0.268,0.2742,11815200.79,3242374.53
11/10/2019,XRPUSD,0.2802,0.285,0.277,0.2788,9229782.98,2582366.27
11/9/2019,XRPUSD,0.2754,0.2823,0.2746,0.2802,11302645.52,3150338.96
11/8/2019,XRPUSD,0.2901,0.2906,0.2702,0.2754,17316418.16,4824549.99
11/7/2019,XRPUSD,0.3104,0.315,0.2746,0.2901,23522191.22,6919217.33
11/6/2019,XRPUSD,0.3009,0.3143,0.2971,0.3104,11502934.81,3495004.93
11/5/2019,XRPUSD,0.2996,0.3056,0.295,0.3009,11146980.87,3351005.38
11/4/2019,XRPUSD,0.2902,0.3009,0.2893,0.2996,9185567.49,2705597.69
11/3/2019,XRPUSD,0.2952,0.2962,0.289,0.2902,10655287.29,3104671.86
11/2/2019,XRPUSD,0.292,0.298,0.2919,0.2952,8864529.84,2615509.94
11/1/2019,XRPUSD,0.2946,0.2946,0.2845,0.292,8447670.13,2455652.03
10/31/2019,XRPUSD,0.2952,0.2989,0.2852,0.2946,11198193.87,3288282.53
10/30/2019,XRPUSD,0.3026,0.3065,0.2905,0.2952,9041862.54,2676698.77
10/29/2019,XRPUSD,0.2944,0.31,0.2927,0.3026,22733720.1,6860745.08
10/28/2019,XRPUSD,0.2992,0.306,0.2943,0.2944,12362468.13,3704771.14
10/27/2019,XRPUSD,0.2945,0.3033,0.2909,0.2992,12137142.79,3610166.21
10/26/2019,XRPUSD,0.2986,0.315,0.2836,0.2945,24306704.96,7267420.82
10/25/2019,XRPUSD,0.2767,0.3085,0.2751,0.2986,21222977.76,6202569
10/24/2019,XRPUSD,0.2736,0.2809,0.2661,0.2767,8385861.02,2295173.86
10/23/2019,XRPUSD,0.2904,0.2913,0.2473,0.2736,25412957.78,6877772.03
10/22/2019,XRPUSD,0.2926,0.3032,0.2722,0.2904,14918756.84,4381874.07
10/21/2019,XRPUSD,0.2941,0.2957,0.2887,0.2926,8600080.53,2506602.39
10/20/2019,XRPUSD,0.2917,0.2975,0.2812,0.2941,9596536.59,2779996.49
10/19/2019,XRPUSD,0.2942,0.2992,0.2871,0.2917,9437498.65,2769738.5
10/18/2019,XRPUSD,0.3018,0.31,0.2847,0.2942,23005192.84,6732593.47
10/17/2019,XRPUSD,0.2836,0.3041,0.2801,0.3018,22779246.47,6738041.12
10/16/2019,XRPUSD,0.2883,0.292,0.2781,0.2836,13625388.42,3879448.33
10/15/2019,XRPUSD,0.2977,0.2993,0.2827,0.2883,15975275.44,4637681.61
10/14/2019,XRPUSD,0.2775,0.298,0.2768,0.2977,19318700.66,5591130.47
10/13/2019,XRPUSD,0.2727,0.2821,0.2717,0.2775,7289738.33,2027777.64
10/12/2019,XRPUSD,0.2677,0.2774,0.2677,0.2727,5572262.86,1522202.28
10/11/2019,XRPUSD,0.2711,0.2762,0.2652,0.2677,10164596.94,2734388
10/10/2019,XRPUSD,0.2819,0.2823,0.2651,0.2711,9171634.24,2502306.81
10/9/2019,XRPUSD,0.2778,0.2873,0.2735,0.2819,13544243.34,3800399.98
10/8/2019,XRPUSD,0.2765,0.2856,0.2712,0.2778,15018873.95,4167957.44
10/7/2019,XRPUSD,0.2555,0.2822,0.2537,0.2765,30264477.72,8258398.84
10/6/2019,XRPUSD,0.2537,0.2566,0.251,0.2555,6472835.37,1640747.66
10/5/2019,XRPUSD,0.2528,0.2568,0.2471,0.2537,6823171.83,1721209.44
10/4/2019,XRPUSD,0.247,0.2572,0.2451,0.2528,9304730.73,2343398.11
10/3/2019,XRPUSD,0.2535,0.254,0.241,0.247,13804827.32,3414930.58
10/2/2019,XRPUSD,0.248,0.255,0.2447,0.2535,17027724.42,4251346.25
10/1/2019,XRPUSD,0.2567,0.2615,0.2437,0.248,16379570.55,4147990.42
9/30/2019,XRPUSD,0.2404,0.2618,0.2353,0.2567,24871266.08,6284958.55
9/29/2019,XRPUSD,0.2423,0.2427,0.2349,0.2404,8511064.59,2033325.82
9/28/2019,XRPUSD,0.2428,0.2451,0.2378,0.2423,7648509.26,1846524.68
9/27/2019,XRPUSD,0.2426,0.2474,0.2332,0.2428,21154475.03,5064439.19
9/26/2019,XRPUSD,0.2456,0.2499,0.2241,0.2426,19201505.96,4577420.48
9/25/2019,XRPUSD,0.2339,0.2498,0.2318,0.2456,16094249.44,3874622.09
9/24/2019,XRPUSD,0.2674,0.2728,0.2058,0.2339,55242936.75,13315224.59
9/23/2019,XRPUSD,0.2765,0.2864,0.2641,0.2674,19511722.48,5363887.91
9/22/2019,XRPUSD,0.2895,0.2897,0.2683,0.2765,16755575.73,4641777.22
9/21/2019,XRPUSD,0.2936,0.2977,0.286,0.2895,10050670.03,2924282.91
9/20/2019,XRPUSD,0.3017,0.3021,0.284,0.2936,19942133.18,5822438.64
9/19/2019,XRPUSD,0.3136,0.3136,0.282,0.3017,45106131.97,13413891.3
9/18/2019,XRPUSD,0.2856,0.327,0.2854,0.3136,48595931.24,15061555.63
9/17/2019,XRPUSD,0.2611,0.2992,0.2599,0.2856,48468715.46,13767304.04
9/16/2019,XRPUSD,0.2604,0.2635,0.2566,0.2611,7710492.43,2005511.44
9/15/2019,XRPUSD,0.2619,0.2644,0.2592,0.2604,4260364.37,1112752.25
9/14/2019,XRPUSD,0.2559,0.2652,0.2545,0.2619,6796994.43,1778576.31
9/13/2019,XRPUSD,0.254,0.2561,0.2522,0.2559,5307770.24,1348867.22
9/12/2019,XRPUSD,0.2553,0.2568,0.2506,0.254,8378479.88,2123095.85
9/11/2019,XRPUSD,0.2585,0.2599,0.251,0.2553,4965698.04,1262437.54
9/10/2019,XRPUSD,0.2588,0.2636,0.2531,0.2585,8828368.24,2285926.8
9/9/2019,XRPUSD,0.2625,0.2649,0.2565,0.2588,9375041.73,2437932.57
9/8/2019,XRPUSD,0.2605,0.2664,0.2547,0.2625,10956555.65,2853820.95
9/7/2019,XRPUSD,0.2515,0.2635,0.2506,0.2605,7974907.36,2065646.05
9/6/2019,XRPUSD,0.2562,0.26,0.247,0.2515,7387943.92,1876184.63
9/5/2019,XRPUSD,0.2588,0.2591,0.2526,0.2562,5296419.73,1356964.33
9/4/2019,XRPUSD,0.2632,0.2632,0.2564,0.2588,7417195.85,1927889.21
9/3/2019,XRPUSD,0.2617,0.2673,0.2585,0.2632,5153004.27,1354457.66
9/2/2019,XRPUSD,0.2566,0.2651,0.2538,0.2617,6173409.76,1597568.64
9/1/2019,XRPUSD,0.258,0.259,0.2509,0.2566,4965317.25,1273425.02
8/31/2019,XRPUSD,0.2555,0.2605,0.2531,0.258,4053104.79,1040310.89
8/30/2019,XRPUSD,0.2569,0.2572,0.2525,0.2555,4061754.09,1034973.5
8/29/2019,XRPUSD,0.2563,0.2623,0.2472,0.2569,14509267.41,3684565.46
8/28/2019,XRPUSD,0.2691,0.2692,0.246,0.2563,11649159.24,2968147.33
8/27/2019,XRPUSD,0.2701,0.2702,0.264,0.2691,3899803.66,1044478.67
8/26/2019,XRPUSD,0.2698,0.2805,0.2665,0.2701,8633819.83,2350337.86
8/25/2019,XRPUSD,0.2717,0.2763,0.266,0.2698,7356601.66,1995277.06
8/24/2019,XRPUSD,0.2774,0.278,0.263,0.2717,6844558.48,1849786.55
8/23/2019,XRPUSD,0.2713,0.2788,0.2678,0.2774,6189439.25,1697736.2
8/22/2019,XRPUSD,0.2657,0.2742,0.2604,0.2713,10320119.21,2770361.85
8/21/2019,XRPUSD,0.2741,0.31,0.2579,0.2657,9368304.36,2480257.96
8/20/2019,XRPUSD,0.2823,0.2825,0.2701,0.2741,5337503.24,1467228.13
8/19/2019,XRPUSD,0.2832,0.2907,0.2763,0.2823,10350209.33,2930589.11
8/18/2019,XRPUSD,0.2659,0.292,0.2637,0.2832,13636544.99,3827939.11
8/17/2019,XRPUSD,0.2611,0.2695,0.2581,0.2659,9362959.39,2469344.32
8/16/2019,XRPUSD,0.2645,0.265,0.2544,0.2611,9760273.84,2543496.16
8/15/2019,XRPUSD,0.2619,0.2684,0.2486,0.2645,18325336.6,4765324.01
8/14/2019,XRPUSD,0.2969,0.2974,0.2336,0.2619,32209237.2,8470381.13
8/13/2019,XRPUSD,0.3003,0.3007,0.2919,0.2969,6044921.19,1790518.1
8/12/2019,XRPUSD,0.3022,0.3049,0.2976,0.3003,4174270.96,1253382.64
8/11/2019,XRPUSD,0.2981,0.306,0.2944,0.3022,5500460.72,1657731.68
8/10/2019,XRPUSD,0.2962,0.3053,0.291,0.2981,8310687.51,2476129.34
8/9/2019,XRPUSD,0.308,0.3084,0.2894,0.2962,9629425.08,2875516.26
8/8/2019,XRPUSD,0.311,0.3114,0.3037,0.308,6476523.81,1988019.85
8/7/2019,XRPUSD,0.311,0.3158,0.3065,0.311,7708270.61,2392602.15
8/6/2019,XRPUSD,0.3214,0.3247,0.3065,0.311,9698266.9,3061553.83
8/5/2019,XRPUSD,0.3194,0.3317,0.3194,0.3214,7997910.2,2591576.77
8/4/2019,XRPUSD,0.316,0.3235,0.3123,0.3194,4933016.96,1574732.83
8/3/2019,XRPUSD,0.3114,0.318,0.3113,0.316,3769320.16,1187657.9
8/2/2019,XRPUSD,0.3166,0.318,0.3094,0.3114,4473689.25,1402890.92
8/1/2019,XRPUSD,0.32,0.32,0.3118,0.3166,5531506.56,1739873.52
7/31/2019,XRPUSD,0.3187,0.324,0.314,0.32,7040186.99,2240685.54
7/30/2019,XRPUSD,0.3102,0.322,0.3064,0.3187,6633554.13,2100307.88
7/29/2019,XRPUSD,0.3116,0.3142,0.3054,0.3102,5760009.9,1779323.34
7/28/2019,XRPUSD,0.3097,0.3143,0.2992,0.3116,6428143.82,1983270.22
7/27/2019,XRPUSD,0.3239,0.328,0.3056,0.3097,11261995.42,3574109.99
7/26/2019,XRPUSD,0.313,0.3255,0.3077,0.3239,8409374.07,2664528.27
7/25/2019,XRPUSD,0.3161,0.3239,0.3116,0.313,11106215.51,3521766.01
7/24/2019,XRPUSD,0.3078,0.3185,0.3028,0.3161,8809360.01,2738704.33
7/23/2019,XRPUSD,0.3209,0.3209,0.3058,0.3078,8317310.9,2598027.71
7/22/2019,XRPUSD,0.3313,0.3324,0.3155,0.3209,7484095.45,2409789.5
7/21/2019,XRPUSD,0.3335,0.3355,0.3214,0.3313,17351709.76,5672975.56
7/20/2019,XRPUSD,0.3202,0.3419,0.3192,0.3335,11146629.59,3684593.68
7/19/2019,XRPUSD,0.321,0.3229,0.31,0.3202,12283907.78,3899023.85
7/18/2019,XRPUSD,0.3103,0.3273,0.3037,0.321,13774958.47,4377084.42
7/17/2019,XRPUSD,0.2951,0.3249,0.2934,0.3103,13564077.87,4204692.12
7/16/2019,XRPUSD,0.3138,0.3203,0.2835,0.2951,19820092.62,6000517.3
7/15/2019,XRPUSD,0.3151,0.3236,0.2957,0.3138,18342908.59,5706983.8
7/14/2019,XRPUSD,0.332,0.3356,0.3,0.3151,12679178.61,3996010.01
7/13/2019,XRPUSD,0.3448,0.3452,0.324,0.332,9837247.71,3265459.07
7/12/2019,XRPUSD,0.3294,0.3504,0.3192,0.3448,15430935.24,5137317.57
7/11/2019,XRPUSD,0.3611,0.3625,0.303,0.3294,27811432.83,9196646.95
7/10/2019,XRPUSD,0.3943,0.3969,0.346,0.3611,28553027.97,10419928.25
7/9/2019,XRPUSD,0.4028,0.4079,0.39,0.3943,9205109.04,3677600
7/8/2019,XRPUSD,0.399,0.4047,0.3933,0.4028,8659712.21,3453346.13
7/7/2019,XRPUSD,0.3892,0.4013,0.3865,0.399,8588248.17,3385714.76
7/6/2019,XRPUSD,0.3794,0.4108,0.3794,0.3892,12640921.34,4992628.57
7/5/2019,XRPUSD,0.3871,0.3878,0.374,0.3794,15412302.68,5861574.7
7/4/2019,XRPUSD,0.4059,0.4063,0.3857,0.3871,6843577.46,2704341.37
7/3/2019,XRPUSD,0.3978,0.4068,0.395,0.4059,12877221.26,5169498.8
7/2/2019,XRPUSD,0.405,0.4088,0.3813,0.3978,20095674.46,7880936.92
7/1/2019,XRPUSD,0.3922,0.4189,0.385,0.405,18871794.05,7548478.7
6/30/2019,XRPUSD,0.4248,0.427,0.3912,0.3922,13916414.52,5651199.2
6/29/2019,XRPUSD,0.4247,0.4274,0.4002,0.4248,19011874.94,7888525.34
6/28/2019,XRPUSD,0.4041,0.4252,0.3965,0.4247,18809098.45,7702937.6
6/27/2019,XRPUSD,0.4627,0.4673,0.3871,0.4041,63179349.01,26537454.85
